页面ID,页面,模块,路由,模板ID,筛选项,默认排序,表格列,冻结列,可排序字段,批量操作,行操作,详情Tab,导出字段,导出策略,脱敏规则,审批规则,确认规则,成功反馈,失败恢复,空状态,权限,数据分级,审计事件,计划版本,成熟度
ADM-BUILD-007,发布与回滚,App构建,/delivery/releases,ADM-BUILD,页码;每页数量;游标;状态;关键词;排序,createdAt:desc,ID;名称;环境;application Id;api Base Url;web Socket Url;signing Profile Id;状态;版本;任务编号;构建配置;Git引用;提交SHA;执行步骤,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,创建构建Profile;修改构建Profile;基于批准Git Ref创建官方App构建任务;取消可取消的构建任务;发布到测试下载渠道;双人复核后晋级生产版本,配置;任务;日志;产物;签名;发布;审计,ID;名称;环境;application Id;api Base Url;web Socket Url;signing Profile Id;状态;版本;任务编号;构建配置;Git引用;提交SHA;执行步骤,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,以下操作必须绑定双人审批：发布到测试下载渠道;双人复核后晋级生产版本,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：app.build.manage；写：app.build.manage,HIGH,admin_page_adm_build_007_operation,R29,FROZEN_OPERATIONAL_V1.2.2
ADM-AUTH-001,后台登录,后台认证,/auth/login,ADM-AUTH,不适用,createdAt:desc,名称/标识;状态;更新时间;版本;操作,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,后台登录,概览;业务数据;状态历史;关联对象;操作审计,名称/标识;状态;更新时间;版本;操作,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：public；写：admin.auth.login,HIGH,admin_page_adm_auth_001_operation,R01,FROZEN_OPERATIONAL_V1.2.2
ADM-AUTH-002,二次验证,后台认证,/auth/mfa,ADM-AUTH,不适用,createdAt:desc,名称/标识;状态;更新时间;版本;操作,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,二次验证,概览;业务数据;状态历史;关联对象;操作审计,名称/标识;状态;更新时间;版本;操作,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：admin.auth.pending；写：admin.auth.mfa,HIGH,admin_page_adm_auth_002_operation,R01,FROZEN_OPERATIONAL_V1.2.2
ADM-REPORT-001,内容举报处理,治理,/governance/content-reports,ADM-REVIEW,关键词;状态;创建时间范围,"priority:desc,createdAt:asc",名称/标识;状态;更新时间;版本;操作,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,批量分配（仅未领取项）;批量标记优先级（不允许批量作出最终决定）,处理举报,概览;业务数据;状态历史;关联对象;操作审计,名称/标识;状态;更新时间;版本;操作,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：report.read；写：report.decide,HIGH,admin_page_adm_report_001_operation,R15,FROZEN_OPERATIONAL_V1.2.2
ADM-APPEAL-001,申诉处理,治理,/governance/appeals,ADM-REVIEW,关键词;状态;创建时间范围,"priority:desc,createdAt:asc",名称/标识;状态;更新时间;版本;操作,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,批量分配（仅未领取项）;批量标记优先级（不允许批量作出最终决定）,处理申诉,概览;业务数据;状态历史;关联对象;操作审计,名称/标识;状态;更新时间;版本;操作,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：appeal.read；写：appeal.decide,HIGH,admin_page_adm_appeal_001_operation,R15,FROZEN_OPERATIONAL_V1.2.2
ADM-SUPPORT-002,工单详情,客服,/support/tickets/:id,ADM-DETAIL,不适用,"priority:desc,createdAt:asc",名称/标识;状态;更新时间;版本;操作,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,批量分配（仅未领取项）;批量标记优先级（不允许批量作出最终决定）,分配客服;客服回复;关闭工单,用户会话;附件;内部备注;分配记录;状态历史;关联业务,名称/标识;状态;更新时间;版本;操作,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：support.read；写：support.manage,HIGH,admin_page_adm_support_002_operation,R15,FROZEN_OPERATIONAL_V1.2.2
ADM-APPROVAL-001,双人审批中心,系统,/system/approvals,ADM-APPROVAL,页码;每页数量;游标;状态;关键词;排序,createdAt:desc,ID;approval Type;resource Type;resource Id;requester Id;reviewer Id;状态;原因;创建时间;decided At;版本,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,同意/拒绝,概览;业务数据;状态历史;关联对象;操作审计,ID;approval Type;resource Type;resource Id;requester Id;reviewer Id;状态;原因;创建时间;decided At;版本,默认禁止直接同步导出；通过数据导出中心创建任务，字段最小化、强脱敏、双人审批、一次性下载令牌、24小时内过期并记录下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：approval.read；写：approval.decide,CRITICAL,admin_page_adm_approval_001_operation,R30,FROZEN_OPERATIONAL_V1.2.2
ADM-ACCOUNTING-001,统一会计交易,财务,/finance/accounting/transactions,ADM-FINANCE,页码;每页数量;关键词;状态;排序;开始时间;结束时间;业务类型;业务ID;账户代码;交易ID;借贷方向,createdAt:desc,ID;交易号;业务类型;业务ID;业务幂等键;状态;币种;借方合计;贷方合计;会计分录;reversal Of Transaction Id;创建时间;posted At;版本,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无批量写操作,查看详情,交易头;借方分录;贷方分录;业务凭证;关联对象;冲正与审批;审计,ID;交易号;业务类型;业务ID;业务幂等键;状态;币种;借方合计;贷方合计;会计分录;reversal Of Transaction Id;创建时间;posted At;版本,默认禁止直接同步导出；通过数据导出中心创建任务，字段最小化、强脱敏、双人审批、一次性下载令牌、24小时内过期并记录下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：accounting.read；写：accounting.reversal.request,CRITICAL,admin_page_adm_accounting_001_operation,R24,FROZEN_OPERATIONAL_V1.2.2
ADM-ACCOUNTING-002,会计交易详情与冲正,财务,/finance/accounting/transactions/:id,ADM-FINANCE,关键词;状态;创建时间范围,createdAt:desc,ID;交易号;业务类型;业务ID;业务幂等键;状态;币种;借方合计;贷方合计;会计分录;reversal Of Transaction Id;创建时间;posted At;版本,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,申请会计冲正,交易头;借方分录;贷方分录;业务凭证;关联对象;冲正与审批;审计,ID;交易号;业务类型;业务ID;业务幂等键;状态;币种;借方合计;贷方合计;会计分录;reversal Of Transaction Id;创建时间;posted At;版本,默认禁止直接同步导出；通过数据导出中心创建任务，字段最小化、强脱敏、双人审批、一次性下载令牌、24小时内过期并记录下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,以下操作必须绑定双人审批：申请会计冲正,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：accounting.read；写：accounting.reversal.request,CRITICAL,admin_page_adm_accounting_002_operation,R24,FROZEN_OPERATIONAL_V1.2.2
ADM-RISK-003,风控规则版本,风控,/governance/risk/rules,ADM-CONFIG,页码;每页数量;关键词;状态;排序;规则集代码,updatedAt:desc,ID;规则集代码;版本号;状态;名称;详细说明;规则定义;测试摘要;生效时间;created By;创建时间;版本,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,创建风控规则版本;激活风控规则版本,概览;业务数据;状态历史;关联对象;操作审计,ID;规则集代码;版本号;状态;名称;详细说明;规则定义;测试摘要;生效时间;created By;创建时间;版本,默认禁止直接同步导出；通过数据导出中心创建任务，字段最小化、强脱敏、双人审批、一次性下载令牌、24小时内过期并记录下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,以下操作必须绑定双人审批：激活风控规则版本,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：risk.rule.read；写：risk.rule.manage,CRITICAL,admin_page_adm_risk_003_operation,R31,FROZEN_OPERATIONAL_V1.2.2
ADM-RISK-004,风控规则模拟器,风控,/governance/risk/simulator,ADM-LIST,关键词;状态;创建时间范围,updatedAt:desc,名称/标识;状态;更新时间;版本;操作,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,模拟风控规则,概览;业务数据;状态历史;关联对象;操作审计,名称/标识;状态;更新时间;版本;操作,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：risk.rule.simulate；写：risk.rule.simulate,HIGH,admin_page_adm_risk_004_operation,R31,FROZEN_OPERATIONAL_V1.2.2
ADM-NOTIFY-001,通知模板,运营,/operations/notifications/templates,ADM-CONFIG,页码;每页数量;关键词;状态;排序;渠道;模板代码,updatedAt:desc,ID;模板代码;渠道;语言;版本号;状态;标题模板;正文模板;允许变量;示例变量;生效时间;版本,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,创建通知模板版本;修改通知模板草稿,概览;业务数据;状态历史;关联对象;操作审计,ID;模板代码;渠道;语言;版本号;状态;标题模板;正文模板;允许变量;示例变量;生效时间;版本,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：notification.template.read；写：notification.template.manage,HIGH,admin_page_adm_notify_001_operation,R30,FROZEN_OPERATIONAL_V1.2.2
ADM-NOTIFY-002,通知发送记录,运营,/operations/notifications/deliveries,ADM-LIST,页码;每页数量;关键词;状态;排序;开始时间;结束时间;渠道;模板代码;业务类型,createdAt:desc,ID;模板代码;template Version;渠道;脱敏接收人;业务类型;业务ID;状态;尝试次数;失败代码;失败原因;创建时间;sent At,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,批量重试仅限同模板同失败码且需限制数量,重试失败通知,概览;业务数据;状态历史;关联对象;操作审计,ID;模板代码;template Version;渠道;脱敏接收人;业务类型;业务ID;状态;尝试次数;失败代码;失败原因;创建时间;sent At,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：notification.delivery.read；写：notification.delivery.retry,HIGH,admin_page_adm_notify_002_operation,R30,FROZEN_OPERATIONAL_V1.2.2
ADM-EXPORT-001,数据导出中心,系统,/system/exports,ADM-SECURITY,页码;每页数量;关键词;状态;排序;开始时间;结束时间;导出类型,createdAt:desc,ID;任务编号;导出类型;状态;筛选快照;导出字段;脱敏策略;最大行数;审批单;文件大小;过期时间;created By;创建时间;完成时间,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,批量清理已过期任务,创建导出任务;创建一次性下载令牌,概览;业务数据;状态历史;关联对象;操作审计,ID;任务编号;导出类型;状态;筛选快照;导出字段;脱敏策略;最大行数;审批单;文件大小;过期时间;created By;创建时间;完成时间,默认禁止直接同步导出；通过数据导出中心创建任务，字段最小化、强脱敏、双人审批、一次性下载令牌、24小时内过期并记录下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：export.read；写：export.create,CRITICAL,admin_page_adm_export_001_operation,R30,FROZEN_OPERATIONAL_V1.2.2
ADM-SECURITY-001,管理员安全设置,个人安全,/me/security,ADM-SECURITY,关键词;状态;创建时间范围,createdAt:desc,admin Id;管理员账号;MFA状态;MFA方式;活跃会话数;上次修改密码;上次登录时间;上次登录IP;剩余恢复码,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,退出;修改管理员密码;开始绑定MFA;确认绑定MFA;解绑MFA,概览;业务数据;状态历史;关联对象;操作审计,admin Id;管理员账号;MFA状态;MFA方式;活跃会话数;上次修改密码;上次登录时间;上次登录IP;剩余恢复码,默认禁止直接同步导出；通过数据导出中心创建任务，字段最小化、强脱敏、双人审批、一次性下载令牌、24小时内过期并记录下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：admin.self.read；写：admin.self.security,CRITICAL,admin_page_adm_security_001_operation,R01,FROZEN_OPERATIONAL_V1.2.2
