key,group,type,default,secret,required,editable_by,approval,snapshot_on_business,runtime_reload,description,enum,lifecycle,required_in,reload_strategy,restart_required,secret_ref_policy,validator,owner,change_risk,rollback_supported,schema_version,display_name,ui_group,control_type,unit,min_value,max_value,step,pattern,option_source,help_text,risk_prompt,visible_when,enabled_when,dependency_keys,cross_field_rule_ids,approver_role,impact_scope,preview_strategy,rollback_strategy,audit_event,ui_order,ui_schema_version,maturity
red_packet.reservation_extra_seconds,red_packet,integer,60,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,浏览要求外额外锁定秒,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,浏览要求外额外锁定秒,红包广告 / reservation extra seconds,NUMBER_INPUT,秒,1,2592000,1,,none,浏览要求外额外锁定秒。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,12,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.reservation_max_seconds,red_packet,integer,300,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,锁定上限,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,锁定上限,红包广告 / reservation max seconds,NUMBER_INPUT,秒,1,2592000,1,,none,锁定上限。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,13,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.max_count,red_packet,integer,100000,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,单活动最大红包数,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,单活动最大红包数,红包广告 / max count,NUMBER_INPUT,个/次,0,1000000,1,,none,单活动最大红包数。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,14,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.claim_per_user,red_packet,integer,1,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,单用户领取次数,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,单用户领取次数,红包广告 / claim per user,NUMBER_INPUT,,,,,,none,单用户领取次数。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,15,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.heartbeat_interval_seconds,red_packet,integer,3,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,浏览任务心跳间隔,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,浏览任务心跳间隔,红包广告 / heartbeat interval seconds,NUMBER_INPUT,秒,1,2592000,1,,none,浏览任务心跳间隔。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,16,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.session_timeout_seconds,red_packet,integer,30,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,心跳断开超时,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,心跳断开超时,红包广告 / session timeout seconds,NUMBER_INPUT,秒,1,2592000,1,,none,心跳断开超时。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,17,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.settlement_delay_hours,red_packet,integer,24,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,红包奖励待结算小时,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,红包奖励待结算小时,红包广告 / settlement delay hours,NUMBER_INPUT,小时,0,8760,1,,none,红包奖励待结算小时。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,18,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.pause_max_days,red_packet,integer,0,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,广告主暂停上限，0表示无限,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,广告主暂停上限，0表示无限,红包广告 / pause max days,NUMBER_INPUT,天,0,3650,1,,none,广告主暂停上限，0表示无限。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,19,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.owner_close_allowed,red_packet,boolean,True,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,允许广告主关闭,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,允许广告主关闭,红包广告 / owner close allowed,SWITCH,,,,,,none,允许广告主关闭。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,20,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.member_fee_discount_bps.normal,red_packet,integer,10000,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",TWO_PERSON,True,True,普通用户服务费折扣基点,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,HIGH,True,1,普通用户服务费折扣基点,红包广告 / member fee discount bps,NUMBER_INPUT,基点(1/10000),0,10000,1,,none,普通用户服务费折扣基点。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,21,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.member_fee_discount_bps.month,red_packet,integer,9000,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",TWO_PERSON,True,True,月会员服务费折扣基点,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,HIGH,True,1,月会员服务费折扣基点,红包广告 / member fee discount bps,NUMBER_INPUT,基点(1/10000),0,10000,1,,none,月会员服务费折扣基点。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,22,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.member_fee_discount_bps.quarter,red_packet,integer,8500,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",TWO_PERSON,True,True,季会员服务费折扣基点,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,HIGH,True,1,季会员服务费折扣基点,红包广告 / member fee discount bps,NUMBER_INPUT,基点(1/10000),0,10000,1,,none,季会员服务费折扣基点。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,23,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.member_fee_discount_bps.year,red_packet,integer,8000,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",TWO_PERSON,True,True,年会员服务费折扣基点,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,HIGH,True,1,年会员服务费折扣基点,红包广告 / member fee discount bps,NUMBER_INPUT,基点(1/10000),0,10000,1,,none,年会员服务费折扣基点。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,24,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.min_service_fee_cent,red_packet,integer,1,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",TWO_PERSON,True,True,最低服务费分,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,HIGH,True,1,最低服务费分,红包广告 / min service fee cent,NUMBER_INPUT,分,0,1000000000,1,,none,最低服务费分。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,25,1.2.2,FROZEN_OPERATIONAL_V1.2.2
red_packet.risk.new_account_hold_hours,red_packet,integer,24,False,False,"['red_packet_ops', 'risk_manager', 'finance_operator']",NONE,False,True,新账号奖励风控等待,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,red_packet_owner,MEDIUM,True,1,新账号奖励风控等待,红包广告 / risk,NUMBER_INPUT,小时,0,8760,1,,none,新账号奖励风控等待。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-025;CFG-RULE-026;CFG-RULE-027;CFG-RULE-028;CFG-RULE-029;CFG-RULE-030;CFG-RULE-031,risk_manager,红包广告领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.red_packet.changed,26,1.2.2,FROZEN_OPERATIONAL_V1.2.2
membership.upgrade.time_precision,membership,enum,SECOND,False,False,"['commerce_ops', 'finance_operator']",NONE,False,True,升级剩余价值精度,"['DAY', 'SECOND']",VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,membership_owner,MEDIUM,True,1,升级剩余价值精度,会员,SELECT,,,,,,"enum:['DAY', 'SECOND']",升级剩余价值精度。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-058,commerce_manager,会员领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.membership.changed,1,1.2.2,FROZEN_OPERATIONAL_V1.2.2
membership.upgrade.rounding,membership,enum,FLOOR_TO_CENT,False,False,"['commerce_ops', 'finance_operator']",NONE,False,True,升级金额取整,"['FLOOR_TO_CENT', 'ROUND_HALF_UP']",VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,membership_owner,MEDIUM,True,1,升级金额取整,会员,SELECT,,,,,,"enum:['FLOOR_TO_CENT', 'ROUND_HALF_UP']",升级金额取整。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-058,commerce_manager,会员领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.membership.changed,2,1.2.2,FROZEN_OPERATIONAL_V1.2.2
membership.upgrade.preserve_gift_days,membership,boolean,True,False,False,"['commerce_ops', 'finance_operator']",NONE,False,True,升级保留赠送天数,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,membership_owner,MEDIUM,True,1,升级保留赠送天数,会员,SWITCH,天,0,3650,1,,none,升级保留赠送天数。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-058,commerce_manager,会员领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.membership.changed,3,1.2.2,FROZEN_OPERATIONAL_V1.2.2
membership.public_badge.text,membership,string,Pro,False,False,"['commerce_ops', 'finance_operator']",NONE,False,True,公开会员标识文字,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,membership_owner,MEDIUM,True,1,公开会员标识文字,会员,TEXTAREA,,,,,,none,公开会员标识文字。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-058,commerce_manager,会员领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.membership.changed,4,1.2.2,FROZEN_OPERATIONAL_V1.2.2
membership.public_badge.enabled,membership,boolean,True,False,False,"['commerce_ops', 'finance_operator']",NONE,False,True,公开Pro标识,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,membership_owner,MEDIUM,True,1,公开Pro标识,会员,SWITCH,,,,,,none,公开Pro标识。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-058,commerce_manager,会员领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.membership.changed,5,1.2.2,FROZEN_OPERATIONAL_V1.2.2
props.same_type.stack_duration,props,boolean,True,False,False,"['commerce_ops', 'operations_admin']",NONE,False,True,同类持续道具叠加时长,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,props_owner,MEDIUM,True,1,同类持续道具叠加时长,道具,SWITCH,,,,,,none,同类持续道具叠加时长。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-023;CFG-RULE-024,commerce_manager,道具领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.props.changed,5,1.2.2,FROZEN_OPERATIONAL_V1.2.2
props.same_page.deduplicate_content,props,boolean,True,False,False,"['commerce_ops', 'operations_admin']",NONE,False,True,同页头条置顶去重,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,props_owner,MEDIUM,True,1,同页头条置顶去重,道具,SWITCH,,,,,,none,同页头条置顶去重。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-023;CFG-RULE-024,commerce_manager,道具领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.props.changed,6,1.2.2,FROZEN_OPERATIONAL_V1.2.2
props.refresh.daily_limit.normal,props,integer,20,False,False,"['commerce_ops', 'operations_admin']",NONE,False,True,普通用户每日刷新卡使用上限,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,props_owner,MEDIUM,True,1,普通用户每日刷新卡使用上限,道具,NUMBER_INPUT,,,,,,none,普通用户每日刷新卡使用上限。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-023;CFG-RULE-024,commerce_manager,道具领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.props.changed,7,1.2.2,FROZEN_OPERATIONAL_V1.2.2
