页面ID,平台,路由,允许入口,成功出口,取消/返回,未登录处理,无权限处理,资源不存在处理,深链规则,返回栈规则,成熟度
ADM-CONFIG-004,ADMIN,/system/providers/storage,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-CONFIG-005,ADMIN,/system/providers/payment,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-CONFIG-006,ADMIN,/system/providers/payout,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-CONFIG-007,ADMIN,/system/providers/identity,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-CONFIG-008,ADMIN,/system/domains,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-BUILD-001,ADMIN,/delivery/builds,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-BUILD-002,ADMIN,/delivery/builds/profiles,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-BUILD-003,ADMIN,/delivery/builds/signing,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-BUILD-004,ADMIN,/delivery/builds/jobs,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-BUILD-005,ADMIN,/delivery/builds/jobs/:id,从对应列表行、待办、审计记录或直接授权链接进入,按动作成功后导航列执行；未指定时留在当前页并刷新,返回来源列表并保持筛选、排序、页码和滚动位置,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-BUILD-006,ADMIN,/delivery/builds/artifacts,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-BUILD-007,ADMIN,/delivery/releases,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-AUTH-001,ADMIN,/auth/login,未认证访问后台或会话过期时由路由守卫进入,按动作成功后导航列执行；未指定时留在当前页并刷新,认证成功进入原目标或数据驾驶舱；失败留在当前页；取消返回登录,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-AUTH-002,ADMIN,/auth/mfa,未认证访问后台或会话过期时由路由守卫进入,按动作成功后导航列执行；未指定时留在当前页并刷新,认证成功进入原目标或数据驾驶舱；失败留在当前页；取消返回登录,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-REPORT-001,ADMIN,/governance/content-reports,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-APPEAL-001,ADMIN,/governance/appeals,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-SUPPORT-002,ADMIN,/support/tickets/:id,从对应列表行、待办、审计记录或直接授权链接进入,按动作成功后导航列执行；未指定时留在当前页并刷新,返回来源列表并保持筛选、排序、页码和滚动位置,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-APPROVAL-001,ADMIN,/system/approvals,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-ACCOUNTING-001,ADMIN,/finance/accounting/transactions,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-ACCOUNTING-002,ADMIN,/finance/accounting/transactions/:id,从对应列表行、待办、审计记录或直接授权链接进入,按动作成功后导航列执行；未指定时留在当前页并刷新,返回来源列表并保持筛选、排序、页码和滚动位置,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-RISK-003,ADMIN,/governance/risk/rules,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-RISK-004,ADMIN,/governance/risk/simulator,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-NOTIFY-001,ADMIN,/operations/notifications/templates,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-NOTIFY-002,ADMIN,/operations/notifications/deliveries,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-EXPORT-001,ADMIN,/system/exports,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-SECURITY-001,ADMIN,/me/security,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
