页面ID,平台,模块,页面名称,路由,页面形态,模板ID,业务目标,主要角色,访问规则,数据分级,入口路径,退出与返回,页面区域,字段规格,状态规格,动作规格,导航规则,刷新策略,分页策略,离线策略,关联需求,关联API,operationId,配置组,关键配置项,测试ID,UI参考,计划版本,DoR状态,成熟度
SCR-AUTH-008,ANDROID,账号,注销账号,/me/security/cancel,PAGE,MOB-SETTINGS,校验、申请与状态,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,账号摘要|设置分组|状态/风险|操作入口,catalogs/ui_page_fields.csv#SCR-AUTH-008,catalogs/ui_page_states.csv#SCR-AUTH-008,catalogs/ui_action_matrix.csv#SCR-AUTH-008,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-AUTH-001;REQ-AUTH-002;REQ-AUTH-003;REQ-AUTH-004,POST /api/v1/me/cancellation,userPostMeCancellation,auth,auth.default_login_method;auth.security_challenge.provider;auth.security_challenge.mode;auth.password.min_length;auth.password.max_length;auth.password.max_failures;auth.password.lock_seconds;auth.invite.app_required,TST-AUTH_001-HAPPY;TST-AUTH_002-HAPPY;TST-AUTH_003-HAPPY;TST-AUTH_004-HAPPY;TST-AUTH_001-IDEMPOTENT;TST-AUTH_002-IDEMPOTENT;TST-AUTH_003-IDEMPOTENT;TST-AUTH_004-IDEMPOTENT,B01/P02-P07,R02,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-HOME-001,ANDROID,首页,首页,/home,PAGE,MOB-HOME,运营模块、四类入口、头条/置顶,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,登录后由底部导航、业务通知或深链进入,切换底部导航；返回键按应用根导航策略处理,顶栏|状态/资产摘要|模块化内容区|底部导航,catalogs/ui_page_fields.csv#SCR-HOME-001,catalogs/ui_page_states.csv#SCR-HOME-001,catalogs/ui_action_matrix.csv#SCR-HOME-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,模块独立加载和刷新；局部失败不清空成功模块；展示数据更新时间,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-HOME-001;REQ-CONTENT-001,GET /api/v1/home,homeGetHome,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-HOME_001-HAPPY;TST-CONTENT_001-HAPPY,B02/P01-P08,R06,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-SEARCH-001,ANDROID,搜索,全局搜索,/search,PAGE,MOB-SEARCH,关键词、历史、热搜,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,搜索框|历史/热词|筛选条|结果列表|空状态,catalogs/ui_page_fields.csv#SCR-SEARCH-001,catalogs/ui_page_states.csv#SCR-SEARCH-001,catalogs/ui_action_matrix.csv#SCR-SEARCH-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-SEARCH-001,GET /api/v1/search/hot;GET /api/v1/search/history;GET /api/v1/search,searchGetSearchHot;searchGetSearchHistory;searchGetSearch,search,search.default_page_size;search.hot_keywords.max_count,TST-SEARCH_001-HAPPY,B02/P01-P08,R07,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-SEARCH-002,ANDROID,搜索,搜索结果,/search/result,PAGE,MOB-SEARCH,筛选、排序、分页,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,搜索框|历史/热词|筛选条|结果列表|空状态,catalogs/ui_page_fields.csv#SCR-SEARCH-002,catalogs/ui_page_states.csv#SCR-SEARCH-002,catalogs/ui_action_matrix.csv#SCR-SEARCH-002,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-SEARCH-001,GET /api/v1/search,searchGetSearch,search,search.default_page_size;search.hot_keywords.max_count,TST-SEARCH_001-HAPPY,B02/P01-P08,R07,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-LIST-001,ANDROID,内容,项目列表,/content/projects,PAGE,MOB-LIST,项目卡片列表,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-LIST-001,catalogs/ui_page_states.csv#SCR-LIST-001,catalogs/ui_action_matrix.csv#SCR-LIST-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-CONTENT-001;REQ-PROJECT-001,GET /api/v1/contents,contentGetContents,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-CONTENT_001-HAPPY;TST-PROJECT_001-HAPPY,B02/P01-P08,R08,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-LIST-002,ANDROID,内容,App列表,/content/apps,PAGE,MOB-LIST,App卡片列表,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-LIST-002,catalogs/ui_page_states.csv#SCR-LIST-002,catalogs/ui_action_matrix.csv#SCR-LIST-002,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-CONTENT-001;REQ-APP-PROMO-001,GET /api/v1/contents,contentGetContents,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-CONTENT_001-HAPPY;TST-APP_PROMO_001-HAPPY,B02/P01-P08,R09,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-LIST-003,ANDROID,内容,群聊列表,/content/groups,PAGE,MOB-LIST,群聊卡片列表,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-LIST-003,catalogs/ui_page_states.csv#SCR-LIST-003,catalogs/ui_action_matrix.csv#SCR-LIST-003,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-CONTENT-001;REQ-GROUP-001,GET /api/v1/contents,contentGetContents,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-CONTENT_001-HAPPY;TST-GROUP_001-HAPPY,B02/P01-P08,R10,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-LIST-004,ANDROID,内容,团队长列表,/content/team-leaders,PAGE,MOB-LIST,团队长卡片列表,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从上级页面、导航入口、通知或业务流程进入,按导航栈返回；成功流程按动作规格进入结果或详情,标题/统计|筛选/排序|列表|分页/加载|空状态,catalogs/ui_page_fields.csv#SCR-LIST-004,catalogs/ui_page_states.csv#SCR-LIST-004,catalogs/ui_action_matrix.csv#SCR-LIST-004,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,移动端优先cursor；每页20，最大100；下拉刷新重置cursor；item id去重,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-CONTENT-001;REQ-TEAM-001,GET /api/v1/contents,contentGetContents,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-CONTENT_001-HAPPY;TST-TEAM_001-HAPPY,B02/P01-P08,R11,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-DETAIL-001,ANDROID,内容,项目详情,/content/project/{id},PAGE,MOB-DETAIL,项目详情、联系、私聊、红包,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-DETAIL-001,catalogs/ui_page_states.csv#SCR-DETAIL-001,catalogs/ui_action_matrix.csv#SCR-DETAIL-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-CONTENT-001;REQ-CONTACT-001;REQ-PROJECT-001,GET /api/v1/contents/{id};POST /api/v1/contents/{id}/contacts/{channel}/access;POST /api/v1/conversations/direct;POST /api/v1/contents/{id}/favorite;POST /api/v1/contents/{id}/share,contentGetContentsById;contentPostContentsByIdContactsByChannelAccess;chatPostConversationsDirect;contentPostContentsByIdFavorite;contentPostContentsByIdShare,content;chat,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions;chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days,TST-CONTENT_001-HAPPY;TST-CONTACT_001-HAPPY;TST-PROJECT_001-HAPPY;TST-CONTENT_001-IDEMPOTENT;TST-CONTACT_001-IDEMPOTENT;TST-PROJECT_001-IDEMPOTENT,B03/P01-P07,R08,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-DETAIL-002,ANDROID,内容,App详情,/content/app/{id},PAGE,MOB-DETAIL,App详情、外链、联系,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-DETAIL-002,catalogs/ui_page_states.csv#SCR-DETAIL-002,catalogs/ui_action_matrix.csv#SCR-DETAIL-002,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-CONTENT-001;REQ-CONTACT-001;REQ-APP-PROMO-001,GET /api/v1/contents/{id};POST /api/v1/contents/{id}/contacts/{channel}/access;POST /api/v1/conversations/direct;POST /api/v1/contents/{id}/favorite;POST /api/v1/contents/{id}/share,contentGetContentsById;contentPostContentsByIdContactsByChannelAccess;chatPostConversationsDirect;contentPostContentsByIdFavorite;contentPostContentsByIdShare,content;chat,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions;chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days,TST-CONTENT_001-HAPPY;TST-CONTACT_001-HAPPY;TST-APP_PROMO_001-HAPPY;TST-CONTENT_001-IDEMPOTENT;TST-CONTACT_001-IDEMPOTENT;TST-APP_PROMO_001-IDEMPOTENT,B03/P01-P07,R09,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-DETAIL-003,ANDROID,内容,群聊详情,/content/group/{id},PAGE,MOB-DETAIL,二维码/群号/失效反馈,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-DETAIL-003,catalogs/ui_page_states.csv#SCR-DETAIL-003,catalogs/ui_action_matrix.csv#SCR-DETAIL-003,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-CONTENT-001;REQ-CONTACT-001;REQ-GROUP-001,GET /api/v1/contents/{id};POST /api/v1/contents/{id}/contacts/{channel}/access;POST /api/v1/conversations/direct;POST /api/v1/contents/{id}/favorite;POST /api/v1/contents/{id}/share,contentGetContentsById;contentPostContentsByIdContactsByChannelAccess;chatPostConversationsDirect;contentPostContentsByIdFavorite;contentPostContentsByIdShare,content;chat,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions;chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days,TST-CONTENT_001-HAPPY;TST-CONTACT_001-HAPPY;TST-GROUP_001-HAPPY;TST-CONTENT_001-IDEMPOTENT;TST-CONTACT_001-IDEMPOTENT;TST-GROUP_001-IDEMPOTENT,B03/P01-P07,R10,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-DETAIL-004,ANDROID,内容,团队长详情,/content/team-leader/{id},PAGE,MOB-DETAIL,团队资料、案例、联系,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-DETAIL-004,catalogs/ui_page_states.csv#SCR-DETAIL-004,catalogs/ui_action_matrix.csv#SCR-DETAIL-004,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-CONTENT-001;REQ-CONTACT-001;REQ-TEAM-001,GET /api/v1/contents/{id};POST /api/v1/contents/{id}/contacts/{channel}/access;POST /api/v1/conversations/direct;POST /api/v1/contents/{id}/favorite;POST /api/v1/contents/{id}/share,contentGetContentsById;contentPostContentsByIdContactsByChannelAccess;chatPostConversationsDirect;contentPostContentsByIdFavorite;contentPostContentsByIdShare,content;chat,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions;chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days,TST-CONTENT_001-HAPPY;TST-CONTACT_001-HAPPY;TST-TEAM_001-HAPPY;TST-CONTENT_001-IDEMPOTENT;TST-CONTACT_001-IDEMPOTENT;TST-TEAM_001-IDEMPOTENT,B03/P01-P07,R11,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-PUBLISHER-001,ANDROID,内容,发布者主页,/publisher/{userId},PAGE,MOB-DETAIL,公开资料和已发布内容,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-PUBLISHER-001,catalogs/ui_page_states.csv#SCR-PUBLISHER-001,catalogs/ui_action_matrix.csv#SCR-PUBLISHER-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-PUBLISHER-001,GET /api/v1/publishers/{id};GET /api/v1/contents,userGetPublishersById;contentGetContents,auth;content,auth.default_login_method;auth.security_challenge.provider;auth.security_challenge.mode;auth.password.min_length;auth.password.max_length;auth.password.max_failures;auth.password.lock_seconds;auth.invite.app_required;content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-PUBLISHER_001-HAPPY,B03/P01-P07,R07,READY,FROZEN_CONSTRUCTION_V1.2.2
SHEET-CONTACT-001,ANDROID,内容,联系方式面板,sheet://contact,SHEET,MOB-SHEET,查看/复制联系方式,已登录用户；公开能力仅限文档明确的H5页面,是,HIGH,由拥有该动作的页面显式打开，携带不可变目标快照,成功后向调用页回传结果并关闭；取消恢复触发控件焦点,拖拽柄/标题|说明|字段/选项|主次操作,catalogs/ui_page_fields.csv#SHEET-CONTACT-001,catalogs/ui_page_states.csv#SHEET-CONTACT-001,catalogs/ui_action_matrix.csv#SHEET-CONTACT-001,禁止外部深链直接打开；必须由受信任调用页创建上下文,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-CONTACT-001;REQ-ACTIVITY-001,POST /api/v1/contents/{id}/contacts/{channel}/access,contentPostContentsByIdContactsByChannelAccess,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-CONTACT_001-HAPPY;TST-ACTIVITY_001-HAPPY;TST-CONTACT_001-IDEMPOTENT;TST-ACTIVITY_001-IDEMPOTENT,B03/P01-P07,R07,READY,FROZEN_CONSTRUCTION_V1.2.2
SHEET-REPORT-001,ANDROID,内容,举报面板,sheet://report,SHEET,MOB-SHEET,举报类型和证据,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,由拥有该动作的页面显式打开，携带不可变目标快照,成功后向调用页回传结果并关闭；取消恢复触发控件焦点,拖拽柄/标题|说明|字段/选项|主次操作,catalogs/ui_page_fields.csv#SHEET-REPORT-001,catalogs/ui_page_states.csv#SHEET-REPORT-001,catalogs/ui_action_matrix.csv#SHEET-REPORT-001,禁止外部深链直接打开；必须由受信任调用页创建上下文,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-SUPPORT-001,POST /api/v1/contents/{id}/report,contentPostContentsByIdReport,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-SUPPORT_001-HAPPY;TST-SUPPORT_001-IDEMPOTENT,TOKENS_ONLY/-,R15,READY,FROZEN_CONSTRUCTION_V1.2.2
SHEET-SHARE-001,ANDROID,内容,分享面板,sheet://share,SHEET,MOB-SHEET,链接、海报、渠道,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,由拥有该动作的页面显式打开，携带不可变目标快照,成功后向调用页回传结果并关闭；取消恢复触发控件焦点,拖拽柄/标题|说明|字段/选项|主次操作,catalogs/ui_page_fields.csv#SHEET-SHARE-001,catalogs/ui_page_states.csv#SHEET-SHARE-001,catalogs/ui_action_matrix.csv#SHEET-SHARE-001,禁止外部深链直接打开；必须由受信任调用页创建上下文,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-ACTIVITY-001;REQ-H5-001,POST /api/v1/contents/{id}/share,contentPostContentsByIdShare,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,TST-ACTIVITY_001-HAPPY;TST-H5_001-HAPPY;TST-ACTIVITY_001-IDEMPOTENT;TST-H5_001-IDEMPOTENT,TOKENS_ONLY/-,R13,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-RP-001,ANDROID,红包,红包首页,/red-packet,PAGE,MOB-HOME,四类红包聚合,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,登录后由底部导航、业务通知或深链进入,切换底部导航；返回键按应用根导航策略处理,顶栏|状态/资产摘要|模块化内容区|底部导航,catalogs/ui_page_fields.csv#SCR-RP-001,catalogs/ui_page_states.csv#SCR-RP-001,catalogs/ui_action_matrix.csv#SCR-RP-001,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,模块独立加载和刷新；局部失败不清空成功模块；展示数据更新时间,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-RP-003;REQ-RP-006,GET /api/v1/red-packet-campaigns,redPacketGetRedPacketCampaigns,red_packet,red_packet.default_view_seconds;red_packet.reservation_min_seconds;red_packet.unit_amount_min_cent;red_packet.unit_amount_max_cent;red_packet.min_count;red_packet.service_fee_bps;red_packet.one_active_per_content;red_packet.allow_raise_unit_amount,TST-RP_003-HAPPY;TST-RP_006-HAPPY,B03/B09/P01/P08,R22,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-RP-002,ANDROID,红包,红包任务资格,/red-packet/{id}/eligibility,PAGE,MOB-TIMED-TASK,实名、重复、库存校验,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,任务说明|资格/进度|主内容|心跳状态|完成/失败结果,catalogs/ui_page_fields.csv#SCR-RP-002,catalogs/ui_page_states.csv#SCR-RP-002,catalogs/ui_action_matrix.csv#SCR-RP-002,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-RP-003;REQ-RP-006,GET /api/v1/red-packet-campaigns/{id};POST /api/v1/red-packet-campaigns/{id}/view-sessions,redPacketGetRedPacketCampaignsById;redPacketPostRedPacketCampaignsByIdViewSessions,red_packet,red_packet.default_view_seconds;red_packet.reservation_min_seconds;red_packet.unit_amount_min_cent;red_packet.unit_amount_max_cent;red_packet.min_count;red_packet.service_fee_bps;red_packet.one_active_per_content;red_packet.allow_raise_unit_amount,TST-RP_003-HAPPY;TST-RP_006-HAPPY;TST-RP_003-IDEMPOTENT;TST-RP_006-IDEMPOTENT,B03/B09/P01/P08,R22,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-RP-003,ANDROID,红包,红包浏览任务,/red-packet/{id}/view,PAGE,MOB-TIMED-TASK,详情页计时浮球,已登录用户；公开能力仅限文档明确的H5页面,是,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,任务说明|资格/进度|主内容|心跳状态|完成/失败结果,catalogs/ui_page_fields.csv#SCR-RP-003,catalogs/ui_page_states.csv#SCR-RP-003,catalogs/ui_action_matrix.csv#SCR-RP-003,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-RP-003;REQ-RP-006,POST /api/v1/red-packet-campaigns/{id}/view-sessions;POST /api/v1/red-packet-view-sessions/{id}/heartbeat;POST /api/v1/red-packet-view-sessions/{id}/claim;POST /api/v1/red-packet-view-sessions/{id}/cancel,redPacketPostRedPacketCampaignsByIdViewSessions;redPacketPostRedPacketViewSessionsByIdHeartbeat;redPacketPostRedPacketViewSessionsByIdClaim;redPacketPostRedPacketViewSessionsByIdCancel,red_packet,red_packet.default_view_seconds;red_packet.reservation_min_seconds;red_packet.unit_amount_min_cent;red_packet.unit_amount_max_cent;red_packet.min_count;red_packet.service_fee_bps;red_packet.one_active_per_content;red_packet.allow_raise_unit_amount,TST-RP_003-HAPPY;TST-RP_006-HAPPY;TST-RP_003-IDEMPOTENT;TST-RP_006-IDEMPOTENT,B03/B09/P01/P08,R22,READY,FROZEN_CONSTRUCTION_V1.2.2
