领域,表名,字段顺序,字段名,建议类型,可空,默认值,索引建议,约束来源,计划版本,成熟度
推广活跃,referral_milestone_rewards,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R26,FROZEN
推广活跃,referral_milestone_rewards,2,relation_id,bigint,否,,INDEX,关系+版本+档位唯一,R26,FROZEN
推广活跃,referral_milestone_rewards,3,inviter_id,bigint,否,,INDEX,关系+版本+档位唯一,R26,FROZEN
推广活跃,referral_milestone_rewards,4,invitee_id,bigint,是,,INDEX,关系+版本+档位唯一,R26,FROZEN
推广活跃,referral_milestone_rewards,5,milestone,varchar(255),是,,,关系+版本+档位唯一,R26,FROZEN
推广活跃,referral_milestone_rewards,6,member_snapshot,varchar(255),是,,,关系+版本+档位唯一,R26,FROZEN
推广活跃,referral_milestone_rewards,7,amount,bigint,是,,,关系+版本+档位唯一,R26,FROZEN
推广活跃,referral_milestone_rewards,8,status,varchar(64),否,,,关系+版本+档位唯一,R26,FROZEN
推广活跃,referral_milestone_rewards,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,R26,FROZEN
推广活跃,referral_milestone_rewards,10,updated_at,timestamptz,否,now(),,统一审计字段,R26,FROZEN
任务,task_definitions,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R27,FROZEN
任务,task_definitions,2,code,varchar(64),否,,,code唯一,R27,FROZEN
任务,task_definitions,3,type,varchar(64),否,,,code唯一,R27,FROZEN
任务,task_definitions,4,cycle,varchar(255),是,,,code唯一,R27,FROZEN
任务,task_definitions,5,status,varchar(64),否,,,code唯一,R27,FROZEN
任务,task_definitions,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R27,FROZEN
任务,task_definitions,7,updated_at,timestamptz,否,now(),,统一审计字段,R27,FROZEN
任务,task_rule_versions,1,id,bigint,否,generated,PRIMARY KEY,版本,R27,FROZEN
任务,task_rule_versions,2,task_id,bigint,否,,INDEX,版本,R27,FROZEN
任务,task_rule_versions,3,version,bigint,否,0,,版本,R27,FROZEN
任务,task_rule_versions,4,conditions_json,jsonb,是,,,版本,R27,FROZEN
任务,task_rule_versions,5,rewards_json,jsonb,是,,,版本,R27,FROZEN
任务,task_rule_versions,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R27,FROZEN
任务,user_task_progress,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R27,FROZEN
任务,user_task_progress,2,user_id,bigint,否,,INDEX,用户+任务+周期唯一,R27,FROZEN
任务,user_task_progress,3,task_id,bigint,否,,INDEX,用户+任务+周期唯一,R27,FROZEN
任务,user_task_progress,4,cycle_key,varchar(255),是,,,用户+任务+周期唯一,R27,FROZEN
任务,user_task_progress,5,progress,varchar(255),是,,,用户+任务+周期唯一,R27,FROZEN
任务,user_task_progress,6,status,varchar(64),否,,,用户+任务+周期唯一,R27,FROZEN
任务,user_task_progress,7,version,bigint,否,0,,乐观锁,R27,FROZEN
任务,user_task_progress,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R27,FROZEN
任务,user_task_progress,9,updated_at,timestamptz,否,now(),,统一审计字段,R27,FROZEN
任务,task_events,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R27,FROZEN
任务,task_events,2,user_id,bigint,否,,INDEX,idem唯一,R27,FROZEN
任务,task_events,3,event_type,varchar(255),否,,,idem唯一,R27,FROZEN
任务,task_events,4,biz_id,bigint,是,,INDEX,idem唯一,R27,FROZEN
任务,task_events,5,idem_key,varchar(255),是,,,idem唯一,R27,FROZEN
任务,task_events,6,payload,jsonb,是,,,idem唯一,R27,FROZEN
任务,task_events,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R27,FROZEN
任务,user_point_accounts,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R27,FROZEN
任务,user_point_accounts,2,user_id,bigint,否,,INDEX,user唯一,R27,FROZEN
任务,user_point_accounts,3,balance,bigint,否,,,user唯一,R27,FROZEN
任务,user_point_accounts,4,accumulated,varchar(255),是,,,user唯一,R27,FROZEN
任务,user_point_accounts,5,version,bigint,否,0,,乐观锁,R27,FROZEN
任务,user_point_accounts,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R27,FROZEN
任务,user_point_accounts,7,updated_at,timestamptz,否,now(),,统一审计字段,R27,FROZEN
任务,user_point_ledger,1,id,bigint,否,generated,PRIMARY KEY,不可变,R27,FROZEN
任务,user_point_ledger,2,user_id,bigint,否,,INDEX,不可变,R27,FROZEN
任务,user_point_ledger,3,delta,bigint,是,,,不可变,R27,FROZEN
任务,user_point_ledger,4,source,varchar(255),是,,,不可变,R27,FROZEN
任务,user_point_ledger,5,biz_id,bigint,是,,INDEX,不可变,R27,FROZEN
任务,user_point_ledger,6,balance_after,bigint,是,,,不可变,R27,FROZEN
任务,user_point_ledger,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R27,FROZEN
任务,task_milestone_rewards,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R27,FROZEN
任务,task_milestone_rewards,2,user_id,bigint,否,,INDEX,规则唯一,R27,FROZEN
任务,task_milestone_rewards,3,milestone,varchar(255),否,,,规则唯一,R27,FROZEN
任务,task_milestone_rewards,4,reward_type,varchar(255),是,,,规则唯一,R27,FROZEN
任务,task_milestone_rewards,5,amount,bigint,是,,,规则唯一,R27,FROZEN
任务,task_milestone_rewards,6,status,varchar(64),否,,,规则唯一,R27,FROZEN
任务,task_milestone_rewards,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R27,FROZEN
任务,task_milestone_rewards,8,updated_at,timestamptz,否,now(),,统一审计字段,R27,FROZEN
任务,growth_budgets,1,id,bigint,否,generated,PRIMARY KEY,预算控制,R27,FROZEN
任务,growth_budgets,2,period,varchar(255),否,,,预算控制,R27,FROZEN
任务,growth_budgets,3,reward_type,varchar(255),是,,,预算控制,R27,FROZEN
任务,growth_budgets,4,budget,bigint,是,,,预算控制,R27,FROZEN
任务,growth_budgets,5,consumed,bigint,是,,,预算控制,R27,FROZEN
任务,growth_budgets,6,status,varchar(64),否,,,预算控制,R27,FROZEN
任务,growth_budgets,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R27,FROZEN
任务,growth_budgets,8,updated_at,timestamptz,否,now(),,统一审计字段,R27,FROZEN
客服,support_tickets,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R15,FROZEN
客服,support_tickets,2,ticket_no,varchar(255),否,,,ticket_no唯一,R15,FROZEN
客服,support_tickets,3,user_id,bigint,否,,INDEX,ticket_no唯一,R15,FROZEN
客服,support_tickets,4,type,varchar(64),是,,,ticket_no唯一,R15,FROZEN
客服,support_tickets,5,biz_type,varchar(255),是,,,ticket_no唯一,R15,FROZEN
客服,support_tickets,6,biz_id,bigint,是,,INDEX,ticket_no唯一,R15,FROZEN
客服,support_tickets,7,status,varchar(64),否,,,ticket_no唯一,R15,FROZEN
客服,support_tickets,8,assignee,varchar(255),是,,,ticket_no唯一,R15,FROZEN
客服,support_tickets,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,R15,FROZEN
客服,support_tickets,10,updated_at,timestamptz,否,now(),,统一审计字段,R15,FROZEN
客服,ticket_messages,1,id,bigint,否,generated,PRIMARY KEY,时间索引,R15,FROZEN
客服,ticket_messages,2,ticket_id,bigint,否,,INDEX,时间索引,R15,FROZEN
客服,ticket_messages,3,sender_type,varchar(255),是,,,时间索引,R15,FROZEN
客服,ticket_messages,4,sender_id,bigint,是,,INDEX,时间索引,R15,FROZEN
客服,ticket_messages,5,body,text,是,,,时间索引,R15,FROZEN
客服,ticket_messages,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R15,FROZEN
客服,ticket_messages,7,updated_at,timestamptz,否,now(),,统一审计字段,R15,FROZEN
客服,ticket_attachments,1,id,bigint,否,generated,PRIMARY KEY,证据,R15,FROZEN
客服,ticket_attachments,2,ticket_id,bigint,否,,INDEX,证据,R15,FROZEN
客服,ticket_attachments,3,message_id,bigint,是,,INDEX,证据,R15,FROZEN
客服,ticket_attachments,4,media_id,bigint,是,,INDEX,证据,R15,FROZEN
客服,ticket_attachments,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R15,FROZEN
客服,ticket_attachments,6,updated_at,timestamptz,否,now(),,统一审计字段,R15,FROZEN
客服,ticket_status_logs,1,id,bigint,否,generated,PRIMARY KEY,审计,R15,FROZEN
客服,ticket_status_logs,2,ticket_id,bigint,否,,INDEX,审计,R15,FROZEN
客服,ticket_status_logs,3,from_status,varchar(255),是,,,审计,R15,FROZEN
客服,ticket_status_logs,4,to_status,varchar(255),是,,,审计,R15,FROZEN
客服,ticket_status_logs,5,operator,varchar(255),是,,,审计,R15,FROZEN
客服,ticket_status_logs,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R15,FROZEN
CMS,home_modules,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R28,FROZEN
CMS,home_modules,2,code,varchar(64),否,,,code唯一,R28,FROZEN
CMS,home_modules,3,title,varchar(255),否,,,code唯一,R28,FROZEN
CMS,home_modules,4,source_type,varchar(255),是,,,code唯一,R28,FROZEN
CMS,home_modules,5,config_json,jsonb,是,,,code唯一,R28,FROZEN
CMS,home_modules,6,display_order,integer,是,,,code唯一,R28,FROZEN
CMS,home_modules,7,enabled,boolean,否,false,,code唯一,R28,FROZEN
CMS,home_modules,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R28,FROZEN
CMS,home_modules,9,updated_at,timestamptz,否,now(),,统一审计字段,R28,FROZEN
CMS,banners,1,id,bigint,否,generated,PRIMARY KEY,排期,R28,FROZEN
CMS,banners,2,position,varchar(255),否,,,排期,R28,FROZEN
CMS,banners,3,title,varchar(255),是,,,排期,R28,FROZEN
CMS,banners,4,media_id,bigint,是,,INDEX,排期,R28,FROZEN
CMS,banners,5,target,varchar(255),是,,,排期,R28,FROZEN
CMS,banners,6,starts_at,timestamptz,是,,INDEX,排期,R28,FROZEN
CMS,banners,7,ends_at,timestamptz,是,,INDEX,排期,R28,FROZEN
CMS,banners,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R28,FROZEN
CMS,banners,9,updated_at,timestamptz,否,now(),,统一审计字段,R28,FROZEN
CMS,cms_articles,1,id,bigint,否,generated,PRIMARY KEY,版本可扩展,R28,FROZEN
CMS,cms_articles,2,type,varchar(64),否,,,版本可扩展,R28,FROZEN
CMS,cms_articles,3,title,varchar(255),是,,,版本可扩展,R28,FROZEN
CMS,cms_articles,4,content,text,是,,,版本可扩展,R28,FROZEN
CMS,cms_articles,5,status,varchar(64),否,,,版本可扩展,R28,FROZEN
CMS,cms_articles,6,published_at,timestamptz,是,,INDEX,版本可扩展,R28,FROZEN
CMS,cms_articles,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R28,FROZEN
CMS,cms_articles,8,updated_at,timestamptz,否,now(),,统一审计字段,R28,FROZEN
CMS,agreements,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R28,FROZEN
CMS,agreements,2,code,varchar(64),否,,,code唯一,R28,FROZEN
CMS,agreements,3,current_version_id,bigint,否,,INDEX,code唯一,R28,FROZEN
CMS,agreements,4,created_at,timestamptz,否,now(),INDEX,统一审计字段,R28,FROZEN
CMS,agreements,5,updated_at,timestamptz,否,now(),,统一审计字段,R28,FROZEN
CMS,agreement_versions,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R28,FROZEN
CMS,agreement_versions,2,agreement_id,bigint,否,,INDEX,版本唯一,R28,FROZEN
CMS,agreement_versions,3,version,bigint,否,0,,版本唯一,R28,FROZEN
CMS,agreement_versions,4,content,text,是,,,版本唯一,R28,FROZEN
CMS,agreement_versions,5,effective_at,timestamptz,是,,INDEX,版本唯一,R28,FROZEN
CMS,agreement_versions,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R28,FROZEN
CMS,user_agreement_acceptances,1,id,bigint,否,generated,PRIMARY KEY,证据,R28,FROZEN
CMS,user_agreement_acceptances,2,user_id,bigint,否,,INDEX,证据,R28,FROZEN
CMS,user_agreement_acceptances,3,version_id,bigint,是,,INDEX,证据,R28,FROZEN
CMS,user_agreement_acceptances,4,scene,varchar(64),是,,,证据,R28,FROZEN
CMS,user_agreement_acceptances,5,ip,varchar(64),是,,,证据,R28,FROZEN
CMS,user_agreement_acceptances,6,device_id,bigint,是,,INDEX,证据,R28,FROZEN
CMS,user_agreement_acceptances,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R28,FROZEN
CMS,h5_page_configs,1,id,bigint,否,generated,PRIMARY KEY,版本,R28,FROZEN
CMS,h5_page_configs,2,page_code,varchar(255),否,,,版本,R28,FROZEN
CMS,h5_page_configs,3,config_json,jsonb,是,,,版本,R28,FROZEN
CMS,h5_page_configs,4,version,bigint,否,0,,版本,R28,FROZEN
CMS,h5_page_configs,5,status,varchar(64),否,,,版本,R28,FROZEN
CMS,h5_page_configs,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R28,FROZEN
CMS,h5_page_configs,7,updated_at,timestamptz,否,now(),,统一审计字段,R28,FROZEN
版本,app_versions,1,id,bigint,否,generated,PRIMARY KEY,技术主键,P00/R29/R30,FROZEN
版本,app_versions,2,version_code,integer,否,,,version_code唯一,P00/R29/R30,FROZEN
版本,app_versions,3,version_name,varchar(255),否,,,version_code唯一,P00/R29/R30,FROZEN
版本,app_versions,4,apk_media_id,bigint,是,,INDEX,version_code唯一,P00/R29/R30,FROZEN
版本,app_versions,5,update_type,varchar(255),是,,,version_code唯一,P00/R29/R30,FROZEN
版本,app_versions,6,min_version,integer,是,,,version_code唯一,P00/R29/R30,FROZEN
版本,app_versions,7,sha256,varchar(128),是,,,version_code唯一,P00/R29/R30,FROZEN
版本,app_versions,8,status,varchar(64),否,,,version_code唯一,P00/R29/R30,FROZEN
版本,app_versions,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,P00/R29/R30,FROZEN
版本,app_download_logs,1,id,bigint,否,generated,PRIMARY KEY,统计,R29,FROZEN
版本,app_download_logs,2,version_id,bigint,否,,INDEX,统计,R29,FROZEN
版本,app_download_logs,3,ip,varchar(64),是,,,统计,R29,FROZEN
版本,app_download_logs,4,source,varchar(255),是,,,统计,R29,FROZEN
版本,app_download_logs,5,user_agent,varchar(255),是,,,统计,R29,FROZEN
版本,app_download_logs,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R29,FROZEN
风控,risk_rule_versions,1,id,bigint,否,generated,PRIMARY KEY,版本,R31,FROZEN
风控,risk_rule_versions,2,name,varchar(255),否,,,版本,R31,FROZEN
风控,risk_rule_versions,3,scene,varchar(64),是,,,版本,R31,FROZEN
风控,risk_rule_versions,4,config_json,jsonb,是,,,版本,R31,FROZEN
风控,risk_rule_versions,5,starts_at,timestamptz,是,,INDEX,版本,R31,FROZEN
风控,risk_rule_versions,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R31,FROZEN
风控,risk_events,1,id,bigint,否,generated,PRIMARY KEY,场景索引,R31,FROZEN
风控,risk_events,2,user_id,bigint,否,,INDEX,场景索引,R31,FROZEN
风控,risk_events,3,scene,varchar(64),是,,,场景索引,R31,FROZEN
风控,risk_events,4,score,integer,是,,,场景索引,R31,FROZEN
风控,risk_events,5,hits_json,jsonb,是,,,场景索引,R31,FROZEN
风控,risk_events,6,status,varchar(64),否,,,场景索引,R31,FROZEN
风控,risk_events,7,biz_id,bigint,是,,INDEX,场景索引,R31,FROZEN
风控,risk_events,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R31,FROZEN
风控,device_fingerprints,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R31,FROZEN
风控,device_fingerprints,2,fingerprint,varchar(128),否,,,fingerprint唯一,R31,FROZEN
风控,device_fingerprints,3,first_user_id,bigint,否,,INDEX,fingerprint唯一,R31,FROZEN
风控,device_fingerprints,4,risk_level,integer,是,,,fingerprint唯一,R31,FROZEN
风控,device_fingerprints,5,attributes_json,jsonb,是,,,fingerprint唯一,R31,FROZEN
风控,device_fingerprints,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R31,FROZEN
风控,device_fingerprints,7,updated_at,timestamptz,否,now(),,统一审计字段,R31,FROZEN
风控,blacklists,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R31,FROZEN
风控,blacklists,2,type,varchar(64),否,,,类型+值唯一,R31,FROZEN
风控,blacklists,3,value_hash,bigint,否,,,类型+值唯一,R31,FROZEN
风控,blacklists,4,reason,text,是,,,类型+值唯一,R31,FROZEN
风控,blacklists,5,starts_at,timestamptz,是,,INDEX,类型+值唯一,R31,FROZEN
风控,blacklists,6,ends_at,timestamptz,是,,INDEX,类型+值唯一,R31,FROZEN
风控,blacklists,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R31,FROZEN
风控,blacklists,8,updated_at,timestamptz,否,now(),,统一审计字段,R31,FROZEN
风控,whitelists,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R31,FROZEN
风控,whitelists,2,type,varchar(64),否,,,类型+值唯一,R31,FROZEN
风控,whitelists,3,value_hash,bigint,否,,,类型+值唯一,R31,FROZEN
风控,whitelists,4,reason,text,是,,,类型+值唯一,R31,FROZEN
风控,whitelists,5,ends_at,timestamptz,是,,INDEX,类型+值唯一,R31,FROZEN
风控,whitelists,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R31,FROZEN
风控,whitelists,7,updated_at,timestamptz,否,now(),,统一审计字段,R31,FROZEN
风控,manual_review_cases,1,id,bigint,否,generated,PRIMARY KEY,队列,R31,FROZEN
风控,manual_review_cases,2,scene,varchar(64),否,,,队列,R31,FROZEN
风控,manual_review_cases,3,biz_id,bigint,是,,INDEX,队列,R31,FROZEN
风控,manual_review_cases,4,status,varchar(64),否,,,队列,R31,FROZEN
风控,manual_review_cases,5,assignee,varchar(255),是,,,队列,R31,FROZEN
风控,manual_review_cases,6,decision,varchar(64),是,,,队列,R31,FROZEN
风控,manual_review_cases,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R31,FROZEN
风控,manual_review_cases,8,updated_at,timestamptz,否,now(),,统一审计字段,R31,FROZEN
后台,admin_users,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R01/R03/R30,FROZEN
后台,admin_users,2,username,varchar(255),否,,,username唯一,R01/R03/R30,FROZEN
后台,admin_users,3,password_hash,varchar(128),否,,,username唯一,R01/R03/R30,FROZEN
后台,admin_users,4,status,varchar(64),否,,,username唯一,R01/R03/R30,FROZEN
后台,admin_users,5,mfa_secret_ref,varchar(255),是,,,username唯一,R01/R03/R30,FROZEN
后台,admin_users,6,version,bigint,否,0,,乐观锁,R01/R03/R30,FROZEN
后台,admin_users,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R01/R03/R30,FROZEN
后台,admin_users,8,updated_at,timestamptz,否,now(),,统一审计字段,R01/R03/R30,FROZEN
后台,admin_roles,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R01/R03/R30,FROZEN
后台,admin_roles,2,code,varchar(64),否,,,code唯一,R01/R03/R30,FROZEN
后台,admin_roles,3,name,varchar(255),否,,,code唯一,R01/R03/R30,FROZEN
后台,admin_roles,4,status,varchar(64),否,,,code唯一,R01/R03/R30,FROZEN
后台,admin_roles,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R01/R03/R30,FROZEN
后台,admin_roles,6,updated_at,timestamptz,否,now(),,统一审计字段,R01/R03/R30,FROZEN
后台,admin_permissions,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R01/R03/R30,FROZEN
后台,admin_permissions,2,code,varchar(64),否,,,code唯一,R01/R03/R30,FROZEN
后台,admin_permissions,3,resource,varchar(255),否,,,code唯一,R01/R03/R30,FROZEN
后台,admin_permissions,4,action,varchar(255),是,,,code唯一,R01/R03/R30,FROZEN
后台,admin_permissions,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R01/R03/R30,FROZEN
后台,admin_permissions,6,updated_at,timestamptz,否,now(),,统一审计字段,R01/R03/R30,FROZEN
后台,admin_user_roles,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R01/R03/R30,FROZEN
后台,admin_user_roles,2,admin_id,bigint,否,,INDEX,唯一,R01/R03/R30,FROZEN
后台,admin_user_roles,3,role_id,bigint,否,,INDEX,唯一,R01/R03/R30,FROZEN
后台,admin_user_roles,4,created_at,timestamptz,否,now(),INDEX,统一审计字段,R01/R03/R30,FROZEN
后台,admin_user_roles,5,updated_at,timestamptz,否,now(),,统一审计字段,R01/R03/R30,FROZEN
后台,admin_role_permissions,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R01/R03/R30,FROZEN
后台,admin_role_permissions,2,role_id,bigint,否,,INDEX,唯一,R01/R03/R30,FROZEN
后台,admin_role_permissions,3,permission_id,bigint,否,,INDEX,唯一,R01/R03/R30,FROZEN
后台,admin_role_permissions,4,created_at,timestamptz,否,now(),INDEX,统一审计字段,R01/R03/R30,FROZEN
后台,admin_role_permissions,5,updated_at,timestamptz,否,now(),,统一审计字段,R01/R03/R30,FROZEN
后台,admin_operation_logs,1,id,bigint,否,generated,PRIMARY KEY,不可删除,R01/R03/R30,FROZEN
后台,admin_operation_logs,2,admin_id,bigint,否,,INDEX,不可删除,R01/R03/R30,FROZEN
后台,admin_operation_logs,3,action,varchar(255),是,,,不可删除,R01/R03/R30,FROZEN
后台,admin_operation_logs,4,resource,varchar(255),是,,,不可删除,R01/R03/R30,FROZEN
后台,admin_operation_logs,5,resource_id,bigint,是,,INDEX,不可删除,R01/R03/R30,FROZEN
后台,admin_operation_logs,6,before_json,jsonb,是,,,不可删除,R01/R03/R30,FROZEN
后台,admin_operation_logs,7,after_json,jsonb,是,,,不可删除,R01/R03/R30,FROZEN
后台,admin_operation_logs,8,ip,varchar(64),是,,,不可删除,R01/R03/R30,FROZEN
后台,admin_operation_logs,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,R01/R03/R30,FROZEN
后台,admin_approval_requests,1,id,bigint,否,generated,PRIMARY KEY,高风险操作,R01/R03/R30,FROZEN
后台,admin_approval_requests,2,type,varchar(64),否,,,高风险操作,R01/R03/R30,FROZEN
后台,admin_approval_requests,3,biz_id,bigint,是,,INDEX,高风险操作,R01/R03/R30,FROZEN
后台,admin_approval_requests,4,requester,varchar(255),是,,,高风险操作,R01/R03/R30,FROZEN
后台,admin_approval_requests,5,reviewer,varchar(255),是,,,高风险操作,R01/R03/R30,FROZEN
后台,admin_approval_requests,6,status,varchar(64),否,,,高风险操作,R01/R03/R30,FROZEN
后台,admin_approval_requests,7,version,bigint,否,0,,乐观锁,R01/R03/R30,FROZEN
后台,admin_approval_requests,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R01/R03/R30,FROZEN
后台,admin_approval_requests,9,updated_at,timestamptz,否,now(),,统一审计字段,R01/R03/R30,FROZEN
系统,system_configs,1,id,bigint,否,generated,PRIMARY KEY,技术主键,P00/R29/R30,FROZEN
系统,system_configs,2,key,varchar(255),否,,,key+scope唯一,P00/R29/R30,FROZEN
系统,system_configs,3,value_json,jsonb,否,'{}'::jsonb,,key+scope唯一,P00/R29/R30,FROZEN
系统,system_configs,4,version,bigint,否,0,,key+scope唯一,P00/R29/R30,FROZEN
系统,system_configs,5,scope,varchar(64),是,,,key+scope唯一,P00/R29/R30,FROZEN
系统,system_configs,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,P00/R29/R30,FROZEN
系统,system_configs,7,updated_at,timestamptz,否,now(),,统一审计字段,P00/R29/R30,FROZEN
系统,system_config_versions,1,id,bigint,否,generated,PRIMARY KEY,不可删除,P00/R29/R30,FROZEN
系统,system_config_versions,2,key,varchar(255),否,,,不可删除,P00/R29/R30,FROZEN
系统,system_config_versions,3,version,bigint,否,0,,不可删除,P00/R29/R30,FROZEN
系统,system_config_versions,4,value_json,jsonb,是,,,不可删除,P00/R29/R30,FROZEN
系统,system_config_versions,5,changed_by,varchar(255),是,,,不可删除,P00/R29/R30,FROZEN
系统,system_config_versions,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,P00/R29/R30,FROZEN
系统,feature_flags,1,id,bigint,否,generated,PRIMARY KEY,灰度,P00/R29/R30,FROZEN
系统,feature_flags,2,key,varchar(255),否,,,灰度,P00/R29/R30,FROZEN
系统,feature_flags,3,enabled,boolean,否,false,,灰度,P00/R29/R30,FROZEN
系统,feature_flags,4,rollout_json,jsonb,是,,,灰度,P00/R29/R30,FROZEN
系统,feature_flags,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,P00/R29/R30,FROZEN
系统,feature_flags,6,updated_at,timestamptz,否,now(),,统一审计字段,P00/R29/R30,FROZEN
系统,job_definitions,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R30,FROZEN
系统,job_definitions,2,code,varchar(64),否,,,code唯一,R30,FROZEN
系统,job_definitions,3,cron,varchar(255),否,,,code唯一,R30,FROZEN
系统,job_definitions,4,enabled,boolean,否,false,,code唯一,R30,FROZEN
系统,job_definitions,5,config_json,jsonb,是,,,code唯一,R30,FROZEN
系统,job_definitions,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R30,FROZEN
系统,job_definitions,7,updated_at,timestamptz,否,now(),,统一审计字段,R30,FROZEN
系统,job_execution_logs,1,id,bigint,否,generated,PRIMARY KEY,时间索引,R30,FROZEN
系统,job_execution_logs,2,job_code,varchar(255),否,,,时间索引,R30,FROZEN
系统,job_execution_logs,3,started_at,timestamptz,是,,INDEX,时间索引,R30,FROZEN
系统,job_execution_logs,4,finished_at,timestamptz,是,,INDEX,时间索引,R30,FROZEN
系统,job_execution_logs,5,status,varchar(64),否,,,时间索引,R30,FROZEN
系统,job_execution_logs,6,error,text,是,,,时间索引,R30,FROZEN
系统,job_execution_logs,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R30,FROZEN
系统,idempotency_records,1,id,bigint,否,generated,PRIMARY KEY,技术主键,P00/R29/R30,FROZEN
系统,idempotency_records,2,scope,varchar(64),否,,,scope+key唯一,P00/R29/R30,FROZEN
系统,idempotency_records,3,idem_key,varchar(255),否,,,scope+key唯一,P00/R29/R30,FROZEN
系统,idempotency_records,4,request_hash,varchar(128),是,,,scope+key唯一,P00/R29/R30,FROZEN
系统,idempotency_records,5,response_ref,varchar(255),是,,,scope+key唯一,P00/R29/R30,FROZEN
系统,idempotency_records,6,response_type,varchar(128),是,,,幂等首次响应DTO版本类型,R01,FROZEN
系统,idempotency_records,7,response_payload_ciphertext,text,是,,,版本化AES-256-GCM首次响应密文信封,R01,FROZEN
系统,idempotency_records,8,expires_at,timestamptz,是,,INDEX,scope+key唯一,P00/R29/R30,FROZEN
系统,idempotency_records,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,P00/R29/R30,FROZEN
分析,analytics_events,1,id,bigint,否,generated,PRIMARY KEY,可分区,R23/R30,FROZEN
分析,analytics_events,2,user_id,bigint,否,,INDEX,可分区,R23/R30,FROZEN
分析,analytics_events,3,event_name,varchar(255),是,,,可分区,R23/R30,FROZEN
分析,analytics_events,4,biz_type,varchar(255),是,,,可分区,R23/R30,FROZEN
分析,analytics_events,5,biz_id,bigint,是,,INDEX,可分区,R23/R30,FROZEN
分析,analytics_events,6,traffic_type,varchar(64),是,,,可分区,R23/R30,FROZEN
分析,analytics_events,7,properties,jsonb,是,,,可分区,R23/R30,FROZEN
分析,analytics_events,8,occurred_at,timestamptz,是,,INDEX,可分区,R23/R30,FROZEN
分析,analytics_events,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,R23/R30,FROZEN
分析,daily_kpis,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R23/R30,FROZEN
分析,daily_kpis,2,stat_date,date,否,,,维度唯一,R23/R30,FROZEN
分析,daily_kpis,3,metric_code,varchar(255),否,,,维度唯一,R23/R30,FROZEN
