契约类型,契约标识,operationId,计划版本,成熟度,安全模型,请求Schema,响应Schema,幂等,UI/系统所有者,事实源,事实源SHA256,冻结日期,变更策略
ADMIN_API,POST /admin-api/v1/products,adminProductsPostProducts,R16,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProductsPostProductsRequest,AdminProductsPostProductsResponse,是,ADM-PROD-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PATCH /admin-api/v1/products/{id},adminProductsPatchProductsById,R16,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProductsPatchProductsByIdRequest,AdminProductsPatchProductsByIdResponse,是,ADM-PROD-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/skus,adminProductsGetSkus,R16,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProductsGetSkusParameters,AdminProductsGetSkusResponse,否,ADM-PROD-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/skus,adminProductsPostSkus,R16,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProductsPostSkusRequest,AdminProductsPostSkusResponse,是,ADM-PROD-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PATCH /admin-api/v1/skus/{id},adminProductsPatchSkusById,R16,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProductsPatchSkusByIdRequest,AdminProductsPatchSkusByIdResponse,是,ADM-PROD-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/orders,adminOrdersGetOrders,R16,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminOrdersGetOrdersParameters,AdminOrdersGetOrdersResponse,否,ADM-ORDER-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/orders/{orderNo},adminOrdersGetOrdersByOrderno,R16,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminOrdersGetOrdersByOrdernoParameters,AdminOrdersGetOrdersByOrdernoResponse,否,ADM-ORDER-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/payments,adminPaymentsGetPayments,R17,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminPaymentsGetPaymentsParameters,AdminPaymentsGetPaymentsResponse,否,ADM-PAY-001;ADM-RECON-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/payment-callbacks,adminPaymentsGetPaymentCallbacks,R17,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminPaymentsGetPaymentCallbacksParameters,AdminPaymentsGetPaymentCallbacksResponse,否,ADM-PAY-001;ADM-RECON-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/payments/{id}/query,adminPaymentsPostPaymentsByIdQuery,R17,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminPaymentsPostPaymentsByIdQueryRequest,AdminPaymentsPostPaymentsByIdQueryResponse,是,ADM-PAY-001;ADM-RECON-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/payment-exceptions,adminPaymentsGetPaymentExceptions,R17,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminPaymentsGetPaymentExceptionsParameters,AdminPaymentsGetPaymentExceptionsResponse,否,ADM-PAY-001;ADM-RECON-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/payment-exceptions/{id}/resolve,adminPaymentsPostPaymentExceptionsByIdResolve,R17,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminPaymentsPostPaymentExceptionsByIdResolveRequest,AdminPaymentsPostPaymentExceptionsByIdResolveResponse,是,ADM-PAY-001;ADM-RECON-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/payment-reconciliation/run,adminPaymentsPostPaymentReconciliationRun,R17,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminPaymentsPostPaymentReconciliationRunRequest,AdminPaymentsPostPaymentReconciliationRunResponse,是,ADM-PAY-001;ADM-RECON-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/reward-accounts,adminRewardsGetRewardAccounts,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRewardsGetRewardAccountsParameters,AdminRewardsGetRewardAccountsResponse,否,ADM-REWARD-001;ADM-REWARD-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/reward-accounts/{userId}/ledger,adminRewardsGetRewardAccountsByUseridLedger,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRewardsGetRewardAccountsByUseridLedgerParameters,AdminRewardsGetRewardAccountsByUseridLedgerResponse,否,ADM-REWARD-001;ADM-REWARD-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/reward-adjustments,adminRewardsPostRewardAdjustments,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRewardsPostRewardAdjustmentsRequest,AdminRewardsPostRewardAdjustmentsResponse,是,ADM-REWARD-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/withdrawals,adminWithdrawalsGetWithdrawals,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminWithdrawalsGetWithdrawalsParameters,AdminWithdrawalsGetWithdrawalsResponse,否,ADM-WD-001;ADM-WD-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/withdrawals/{id},adminWithdrawalsGetWithdrawalsById,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminWithdrawalsGetWithdrawalsByIdParameters,AdminWithdrawalsGetWithdrawalsByIdResponse,否,ADM-WD-001;ADM-WD-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/withdrawals/{id}/risk-review,adminWithdrawalsPostWithdrawalsByIdRiskReview,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminWithdrawalsPostWithdrawalsByIdRiskReviewRequest,AdminWithdrawalsPostWithdrawalsByIdRiskReviewResponse,是,ADM-WD-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/withdrawals/{id}/finance-review,adminWithdrawalsPostWithdrawalsByIdFinanceReview,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminWithdrawalsPostWithdrawalsByIdFinanceReviewRequest,AdminWithdrawalsPostWithdrawalsByIdFinanceReviewResponse,是,ADM-WD-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/withdrawals/{id}/payout,adminWithdrawalsPostWithdrawalsByIdPayout,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminWithdrawalsPostWithdrawalsByIdPayoutRequest,AdminWithdrawalsPostWithdrawalsByIdPayoutResponse,是,ADM-WD-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/withdrawals/{id}/query,adminWithdrawalsPostWithdrawalsByIdQuery,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminWithdrawalsPostWithdrawalsByIdQueryRequest,AdminWithdrawalsPostWithdrawalsByIdQueryResponse,是,ADM-WD-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/membership/skus,adminMembershipGetMembershipSkus,R18,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminMembershipGetMembershipSkusParameters,AdminMembershipGetMembershipSkusResponse,否,ADM-MEMBER-001;ADM-MEMBER-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PATCH /admin-api/v1/membership/skus/{id},adminMembershipPatchMembershipSkusById,R18,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminMembershipPatchMembershipSkusByIdRequest,AdminMembershipPatchMembershipSkusByIdResponse,是,ADM-MEMBER-001;ADM-MEMBER-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PUT /admin-api/v1/membership/skus/{id}/benefits,adminMembershipPutMembershipSkusByIdBenefits,R18,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminMembershipPutMembershipSkusByIdBenefitsRequest,AdminMembershipPutMembershipSkusByIdBenefitsResponse,是,ADM-MEMBER-001;ADM-MEMBER-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/user-memberships,adminMembershipGetUserMemberships,R18,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminMembershipGetUserMembershipsParameters,AdminMembershipGetUserMembershipsResponse,否,ADM-MEMBER-001;ADM-MEMBER-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/user-memberships/grants,adminMembershipPostUserMembershipsGrants,R18,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminMembershipPostUserMembershipsGrantsRequest,AdminMembershipPostUserMembershipsGrantsResponse,是,ADM-MEMBER-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/props,adminPropsGetProps,R19,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminPropsGetPropsParameters,AdminPropsGetPropsResponse,否,ADM-PROP-001;ADM-PROP-002;ADM-PROP-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PATCH /admin-api/v1/props/{id},adminPropsPatchPropsById,R19,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminPropsPatchPropsByIdRequest,AdminPropsPatchPropsByIdResponse,是,ADM-PROP-001;ADM-PROP-002;ADM-PROP-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/headline-slots,adminPropsGetHeadlineSlots,R19,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminPropsGetHeadlineSlotsParameters,AdminPropsGetHeadlineSlotsResponse,否,ADM-PROP-001;ADM-PROP-002;ADM-PROP-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/headline-slots,adminPropsPostHeadlineSlots,R19,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminPropsPostHeadlineSlotsRequest,AdminPropsPostHeadlineSlotsResponse,是,ADM-PROP-001;ADM-PROP-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/prop-executions,adminPropsGetPropExecutions,R19,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminPropsGetPropExecutionsParameters,AdminPropsGetPropExecutionsResponse,否,ADM-PROP-001;ADM-PROP-002;ADM-PROP-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/referral-relations,adminReferralGetReferralRelations,R25-R26,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReferralGetReferralRelationsParameters,AdminReferralGetReferralRelationsResponse,否,ADM-REF-001;ADM-REF-002;ADM-REF-003;ADM-REF-004;ADM-REF-005;ADM-REF-006,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/referral-relations/{inviteeId}/adjust,adminReferralPostReferralRelationsByInviteeidAdjust,R25-R26,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReferralPostReferralRelationsByInviteeidAdjustRequest,AdminReferralPostReferralRelationsByInviteeidAdjustResponse,是,ADM-REF-001;ADM-REF-002;ADM-REF-004;ADM-REF-005;ADM-REF-006,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/commission-policies,adminReferralGetCommissionPolicies,R25-R26,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReferralGetCommissionPoliciesParameters,AdminReferralGetCommissionPoliciesResponse,否,ADM-REF-001;ADM-REF-002;ADM-REF-003;ADM-REF-004;ADM-REF-005;ADM-REF-006,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/commission-policies,adminReferralPostCommissionPolicies,R25-R26,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReferralPostCommissionPoliciesRequest,AdminReferralPostCommissionPoliciesResponse,是,ADM-REF-001;ADM-REF-002;ADM-REF-004;ADM-REF-005;ADM-REF-006,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/commissions,adminReferralGetCommissions,R25-R26,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReferralGetCommissionsParameters,AdminReferralGetCommissionsResponse,否,ADM-REF-001;ADM-REF-002;ADM-REF-003;ADM-REF-004;ADM-REF-005;ADM-REF-006,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/referral-activity/rules,adminReferralActivityGetReferralActivityRules,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReferralActivityGetReferralActivityRulesParameters,AdminReferralActivityGetReferralActivityRulesResponse,否,ADM-REF-001;ADM-REF-002;ADM-REF-003;ADM-REF-004;ADM-REF-005;ADM-REF-006,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/referral-activity/rule-versions,adminReferralActivityPostReferralActivityRuleVersions,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReferralActivityPostReferralActivityRuleVersionsRequest,AdminReferralActivityPostReferralActivityRuleVersionsResponse,是,ADM-REF-001;ADM-REF-002;ADM-REF-004;ADM-REF-005;ADM-REF-006,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/referral-activity/progress,adminReferralActivityGetReferralActivityProgress,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReferralActivityGetReferralActivityProgressParameters,AdminReferralActivityGetReferralActivityProgressResponse,否,ADM-REF-001;ADM-REF-002;ADM-REF-003;ADM-REF-004;ADM-REF-005;ADM-REF-006,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/referral-activity/milestones,adminReferralActivityGetReferralActivityMilestones,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReferralActivityGetReferralActivityMilestonesParameters,AdminReferralActivityGetReferralActivityMilestonesResponse,否,ADM-REF-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PUT /admin-api/v1/referral-activity/milestones,adminReferralActivityPutReferralActivityMilestones,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReferralActivityPutReferralActivityMilestonesRequest,AdminReferralActivityPutReferralActivityMilestonesResponse,是,ADM-REF-006,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/referral-activity/rewards,adminReferralActivityGetReferralActivityRewards,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReferralActivityGetReferralActivityRewardsParameters,AdminReferralActivityGetReferralActivityRewardsResponse,否,ADM-REF-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/tasks,adminTasksGetTasks,R27,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminTasksGetTasksParameters,AdminTasksGetTasksResponse,否,ADM-TASK-001;ADM-TASK-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/tasks,adminTasksPostTasks,R27,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminTasksPostTasksRequest,AdminTasksPostTasksResponse,是,ADM-TASK-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PATCH /admin-api/v1/tasks/{id},adminTasksPatchTasksById,R27,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminTasksPatchTasksByIdRequest,AdminTasksPatchTasksByIdResponse,是,ADM-TASK-001;ADM-TASK-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/task-progress,adminTasksGetTaskProgress,R27,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminTasksGetTaskProgressParameters,AdminTasksGetTaskProgressResponse,否,ADM-TASK-001;ADM-TASK-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/growth-budgets,adminTasksGetGrowthBudgets,R27,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminTasksGetGrowthBudgetsParameters,AdminTasksGetGrowthBudgetsResponse,否,ADM-TASK-001;ADM-TASK-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PUT /admin-api/v1/growth-budgets/{id},adminTasksPutGrowthBudgetsById,R27,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminTasksPutGrowthBudgetsByIdRequest,AdminTasksPutGrowthBudgetsByIdResponse,是,ADM-TASK-001;ADM-TASK-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/chat-reports,adminChatGetChatReports,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminChatGetChatReportsParameters,AdminChatGetChatReportsResponse,否,ADM-CHAT-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/chat-reports/{id}/decide,adminChatPostChatReportsByIdDecide,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminChatPostChatReportsByIdDecideRequest,AdminChatPostChatReportsByIdDecideResponse,是,ADM-CHAT-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/support/tickets,adminSupportGetSupportTickets,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminSupportGetSupportTicketsParameters,AdminSupportGetSupportTicketsResponse,否,ADM-SUPPORT-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/support/tickets/{id},adminSupportGetSupportTicketsById,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminSupportGetSupportTicketsByIdParameters,AdminSupportGetSupportTicketsByIdResponse,否,ADM-SUPPORT-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/support/tickets/{id}/assign,adminSupportPostSupportTicketsByIdAssign,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminSupportPostSupportTicketsByIdAssignRequest,AdminSupportPostSupportTicketsByIdAssignResponse,是,ADM-SUPPORT-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/support/tickets/{id}/messages,adminSupportPostSupportTicketsByIdMessages,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminSupportPostSupportTicketsByIdMessagesRequest,AdminSupportPostSupportTicketsByIdMessagesResponse,是,ADM-SUPPORT-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/support/tickets/{id}/close,adminSupportPostSupportTicketsByIdClose,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminSupportPostSupportTicketsByIdCloseRequest,AdminSupportPostSupportTicketsByIdCloseResponse,是,ADM-SUPPORT-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
